,dialogue_with_speaker
28550,NARRATOR:CERSEI releases a lever on the machine and launches a giant bolt directly into Balerion's eye socket.  The bolt buries deep into the skull and gets stuck.  CERSEI stands behind the machine smirking.
28551,"NARRATOR:DAENERYS, YARA GREYJOY, THEON GREYJOY, ELLARIA SAND, OLENNA TYRELL, VARYS, GREY WORM, MISSANDEI, and TYRION LANNISTER are standing around a carved table of Westeros having a discussion."
28552,"YARA:  If you want the Iron Throne, take it.  We have an army, a fleet, and three dragons.  We should hit King's Landing now.  Hard.  With everything we have.  The city will fall within a day."
28553,"TYRION:  If we turn the dragons loose, tens of thousands will die in the firestorms."
28554,NARRATOR:ELLARIA looks at TYRION with disgust.
28555,"ELLARIA:  It's called war.  You don't have the stomach for it, scurry back into hiding."
28556,TYRION:    I know how you wage war.  We don't poison little girls here.  Myrcella was innocent.
28557,ELLARIA:  She was a Lannister.  There are no innocent Lannisters.  My greatest regret is that Oberyn died fighting for you.
28558,DAENERYS:  That's enough.  Tyrion is the Hand of the Queen.  You will treat him with respect.
28559,NARRATOR:DAENERYS pauses for a moment.
28560,DAENERYS:  I am not here to be queen of the ashes.
28561,NARRATOR:OLENNA addresses DAENERYS from across the table.
28562,"OLENNA:  That's very nice to hear.  Of course, I can't remember a queen who was better loved than my grand daughter.  The common people loved her, the nobles loved her.  And what is left of her now?  Ashes.  Commoners, nobles, they're all just children really.  They won't obey you unless they fear you."
28563,"DAENERYS:  I'm grateful to you, Lady Olenna, for your council.  I'm grateful to all of you.  But you have chosen to follow me.  I will not attack King's Landing.  We will not attack King's Landing."
28564,OLEANNA:  Then how do you mean to take the Iron Throne?  By asking nicely?
28565,DAENERYS:  We will lay siege to the capital surrounding the city on all sides.  Cersei will have the Iron Throne but no food for her army or the people.
28566,TYRION:  But we won't use Dothraki and Unsullied.
28567,NARRATOR:TYRION begins walking around the carved table of Westeros.
28568,"TYRION:  Cersei will try to rally the lords of Westeros by appealing to their loyalty, their love for their country.  If we besiege the city with foreigners, we prove her point.  Our army should be Westerosi."
28569,ELLIA:  And I suppose we're providing the Westerosi?
28570,TYRION:  You are.
28571,NARRATOR:TYRION reaches down and picks up a figurine that resembles a Kraken in a longship.
28572,TYRION:  Lady Greyjoy will escort you home to Sunspear and her Iron Fleet will ferry the Dornish army back up to King's Landing.
28573,NARRATOR:TYRION walks to the south of the map and picks up a figurine that resembles a sun.  He takes both figurines and places them at King's Landing.
28574,TYRION:  The Dornish will lay siege to the capital alongside the Tyrell army.  Two great kingdoms united against Cersei.
28575,"OLENNA:  So, your master plan is to use our armies?  Forgive me for asking, but why did you bother to bring your own?"
28576,NARRATOR:TYRION reaches down and picks up the figurine resembling an Unsullied helmet.  He begins walking back around the map of Westeros.
28577,TYRION:  The unsullied will have another objective.  For decades House Lannister has been the true power in Westeros.  And the seat of that power is Casterly Rock.  Grey Worm and the Unsullied will sail for the Rock and take it.
28578,NARRATOR:TYRION stops in front of Casterly Rock.  There is a figurine that resembles a lion.  He knocks the lion over with the Unsullied figurine.  Everyone in the room nods in agreement.
28579,DAENERYS:  Do I have your support?
28580,YARA:  You have mine.
28581,"ELLIA:  Dorne is with you, Your Grace."
28582,NARRATOR:Lady Olenna nods her head in agreement.
28583,"DAENERYS:  Thank you all.  Lady Olenna, may I speak with you alone?"
28584,NARRATOR:Everyone except DAENERYS and OLENNA leave the Chamber of the Painted Table.  DAENERYS walks to the end and sits next to OLENNA.
28585,DAENERYS:  I realize you're here out of hatred for Cersei and not love for me.  But I swear to you she will pay for what she's done and we will bring peace back to Westeros.
28586,"OLENNA:  Peace.  Do you think that's what we had under your father or his father or his?  Peace never lasts, my dear.  Would you take a bit of advice from an old woman?"
28587,NARRATOR:DAENERYS nods her hod in agreement
28588,"OLENNA:  He's a clever man, your Hand.  I've known a great many clever men.  I've outlived them all.  Do you know why?  I ignored them.  The lords of Westeros are sheep.  Are you a sheep?  No.  You're a dragon.  Be a dragon."
28589,NARRATOR:GREY WORM is sitting sharpening his sword.  Someone knocks on his door.  He begins speaking Valyrian.
28590,GREY WORM:   Enter.
28591,NARRATOR:MISSANDEI walks in.  She speaks in English.
28592,MISSANDEI:  You leave tomorrow.  Were you going to say goodbye?
28593,GREY WORM:  I will see you when I return.
28594,MISSANDEI:  But you don't know when that will be.
28595,GREYWORM:  No one knows.
28596,MISSANDEI:  I wish you good fortune.
28597,NARRATOR:MISSANDEI turns and starts to walk out of the room.
28598,GREY WORM:  Missandei --
28599,NARRATOR:MISSANDEI stops and turns back towards GREY WORM.
28600,GREY WORM:  It is hard for me to say goodbye to you.
28601,MISSANDEI:  Why?
28602,GREY WORM:  You know why.
28603,MISSANDEI:  I don't.
28604,GREY WORM:  You are my weakness.
28605,NARRATOR:MISSANDEI appears offended.
28606,MISSANDEI:  That's what I am?  Your weakness?
28607,"GREY WORM:  When Unsullied are young their masters learn their fears.  One boy is scared of dogs.  One boy hates high places.  One is frightened of the ocean.  They make the boy sleep with dogs or climb a cliff.  They throw him in the water.  If he learns to swim, good.  If he drowns, good.  Either way, strong Unsullied.  But I had no fears.  I was never the biggest, never the strongest, but I was bravest always."
28608,MISSANDEI:  I believe it.
28609,GREY WORM:  Until I meet Missandei from the Isle of Naarth.  Now I have fear.
28610,MISSANDEI:  I do too.
28611,NARRATOR:GREY WORM steps forward and kisses MISSANDEI.  MISSANDEI grabs his hands and stops him.  She begins to undress herself.  MISSANDEI steps forward and begins to undress GREY WORM.
28612,GREY WORM:  No.
28613,MISSANDEI:  I want to see you.  Please.
28614,"NARRATOR:GREY WORM hesitates for a moment, then nods his head in agreement.  MISSANDEI finishes undressing GREY WORM.  Sex scene ensues."
28615,NARRATOR:MARWYN and SAMWELL are walking by various shelves in the library.  SAMWELL is carrying a stack of books for MARWYN.
28616,MARWYN:  It might be useful.  Fouthen was a dreadful writer but an excellent researcher.
28617,"SAMWELL:  Archmaester, I wanted to --"
28618,MARWYN:  And this one.
28619,NARRATOR:MARWYN places another book on the stack SAMWELL is carrying.
28620,MARWYN:  Maester Faol was quite the opposite.  A brilliant stylist who invented half the stories he tells.
28621,NARRATOR:MARWYN continues walking
28622,SAMWELL:  I wanted to ask you --
28623,"MARWYN:  If you need to write histories, Tarley, you have to do the research.  If you want people to read your histories, you need a bit of style.  I'm not writing the Chronicle of the Wars Following the Death of King Robert the First so it can sit on a shelf unread."
28624,NARRATOR:SAMWELL says nothing.
28625,MARWYN: What?  You don't like the title?  What would you call it then?
28626,SAMWELL:  Possibly something a bit more poetic?
28627,"MARWYN:  We're not poets, Tarley."
28628,"SAMWELL:  Archmaester, if I could just have a moment."
28629,MARWYN:  This is your moment.  Use it wisely.
28630,NARRATOR:MARWYN begins looking through books on the shelf.
28631,SAMWELL:  I may have found a way to treat Ser Jorah.  There are two recorded cases of advanced Greyscale being cured.  I found the procedure in the Study of Rare Diseases by Archmaester Pilos.
28632,NARRATOR:MARWYN places a book on SAMWELL's stack.  He continues looking at more books.
28633,MARWYN:  I'm familiar with Archmaester Pylos and the Study of Rare Diseases.
28634,"SAMWELL:  Oh, you are?"
28635,MARWYN:  Yes.  Should I tell you how he died?  From Greyscale.
28636,NARRATOR:MARWYN places another book on SAMWELL's stack.
28637,SAMWELL:  Oh.
28638,MARWYN:  The procedure is far too dangerous which is why it's now forbidden.
28639,NARRATOR:MARWYN turns and walks out of the library.
28640,CUT TO: QUARANTINE ROOMS
28641,NARRATOR:A few hours have passed.  JORAH is writing a letter to DAENERYS by candlelight in his quarantine room.  He hears a noise in the hallway and stands to face the door.  SAMWELL opens the door and rolls in a cart filled with medical tools and containers.
28642,SAMWELL:  Hello.
28643,JORAH:  What are you doing?
28644,SAMWELL:  You're Jorah Mormont.  You're the only son of Jeor Mormont.
28645,NARRATOR:SAMWELL picks up a roll of leather and sets it on the table.  He unrolls it revealing an assortment of scalpels and knives.
28646,"SAMWELL:  My name is Samwell Tarley.  I'm a sworn brother of the Night's Watch training to serve as maester of Castle Black.  I knew your father.  I was with him when he died.  You're not dying today, Ser Jorah."
28647,NARRATOR:SAMWELL picks up a large flask and hands it to JORAH.
28648,SAMWELL:  Drink this.
28649,JORAH:  What is it?
28650,"SAMWELL:  Rum.  Drink it all, please.  I'm afraid this is going to hurt."
28651,NARRATOR:JORAH reaches for the bottle.  SAMWELL grabs it back and drinks some himself before handing it back to JORAH.  JORAH drains the flask.  SAMWELL picks up a thick book from the medical cart and sets it on the table.
28652,SAMWELL:  If you could take off your shirt.
28653,NARRATOR:SAMWELL gives JORAH a strap made of leather.
28654,"SAMWELL:  If you wouldn't mind, bite down hard.  I'm sorry but no one knows I'm here.  If they hear you screaming then we're both finished."
28655,JORAH:  Have you ever done this before?
28656,"SAMWELL:  No.  No one else will try, so I'm the best you've got.  Have a seat.  I'm going to remove the entire layer of infected tissue, then apply a medicinal ointment to the --"
28657,NARRATOR:JORAH looks at SAMWELL to stop him from explaining.  SAMWELL picks up a pair of tweezers and a scalpel.  He grabs a section of Greyscale to cut it off.  JORAH recoils in pain.
28658,"SAMWELL:  Shh,  shhh.  Again, I'm sorry.  Please try not to scream."
28659,NARRATOR:SAMWELL cuts into the Greyscale.  JORAH begins to writhe in agony and whimper.  Pus is dripping from the wound.  SAMWELL continues cutting and slices a layer of Greyscale off JORAH's skin.
28660,CUT TO:  INN AT THE CROSSROADS
28661,NARRATOR:Two men are at a table having a conversation.
28662,MAN #1:  They say her dragons are bigger than Aegons.
28663,MAN #2:  Horse shit.  Cersei is just trying to frighten us.
28664,"MAN #1:  If it's true, if she lays siege to King's Landing prices will triple."
28665,NARRATOR:The camera zooms out showing Arya eavesdropping on the men.
28666,MAN #2:  As long as we get back there before they start.
28667,MAN #1:  One more round.  It's a long ride.
28668,NARRATOR:A waiter approaches Arya's table.
28669,HOT PIE:  Ary!
28670,"ARYA:  Hello, Hot Pie.  Sit down.  Who's that for?"
28671,NARRATOR:Arya reaches over and grabs a potpie from the tray and starts eating it.
28672,ARYA:  Mmm.  This is good.
28673,HOT PIE:    You think so?  The secret is browning the butter before making the dough.  Most people don't don't do that because it takes up too much time.
